"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","11 Mar 2020 14:03:43 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
11-03 14:06:00,47.739,4.523,47.739,0,0,845860864,572755968,130002944,2483990528,4056,2160,0,61440,0,6,652,849,1.500,1.310,1.160,1,0,1,0,0,15,29,0,129,0
11-03 14:06:01,47.475,5.556,46.970,0,0,860012544,558567424,130002944,2484027392,5763,2160,0,0,0,0,946,1947,1.500,1.310,1.160,1,0,0,0,0,15,31,0,137,0
11-03 14:06:02,43.500,8.500,47.500,0,0.500,829612032,588951552,130002944,2484043776,4090,1944,0,0,0,0,720,1220,1.500,1.310,1.160,1,0,22,0,0,15,29,0,137,0
11-03 14:06:03,49,3,48,0,0,852267008,566288384,130002944,2484051968,4254,2160,0,0,0,0,671,833,1.500,1.310,1.160,1,0,0,0,0,15,29,0,137,0
11-03 14:06:04,46.939,8.163,43.878,1.020,0,816816128,601706496,130002944,2484084736,4358,1944,0,45056,0,3,1104,2387,1.500,1.310,1.160,1,0,73,0,0,15,29,0,145,0
11-03 14:06:05,48.241,3.518,47.739,0,0.503,844648448,573861888,130002944,2484097024,4233,2160,0,0,0,0,636,878,1.540,1.320,1.170,1,0,1,0,0,15,29,0,145,0
11-03 14:06:06,49.254,4.975,36.816,8.955,0,860102656,558374912,130023424,2484109312,6427,2160,4096,1531904,1,60,941,1251,1.540,1.320,1.170,1,1,0,0,0,15,29,0,144,0
11-03 14:06:07,42.929,14.141,33.838,8.586,0.505,818278400,600018944,130023424,2484289536,3819,2160,0,1159168,0,29,1305,2791,1.540,1.320,1.170,1,0,168,0,0,15,29,0,151,0
11-03 14:06:08,46.269,5.970,44.279,2.985,0.498,843329536,574943232,130039808,2484297728,5838,1944,0,327680,0,18,707,978,1.540,1.320,1.170,1,0,1,0,0,15,29,0,151,0
11-03 14:06:09,48.990,3.535,45.960,1.010,0.505,860160000,558088192,130052096,2484310016,3973,2160,0,53248,0,6,774,1287,1.540,1.320,1.170,1,0,0,0,0,15,31,0,154,0
11-03 14:06:10,45.729,7.035,46.734,0,0.503,819924992,598282240,130052096,2484350976,7694,2160,0,0,0,0,975,1848,1.570,1.330,1.170,1,0,21,0,0,15,29,0,157,0
11-03 14:06:11,46.269,4.478,48.259,0,0.995,844582912,573620224,130052096,2484355072,4896,1986,0,0,0,0,546,811,1.570,1.330,1.170,2,0,1,0,0,15,29,0,157,0
11-03 14:06:12,49.254,3.483,45.771,1.493,0,857874432,560156672,130056192,2484523008,4870,2160,0,73728,0,5,880,1840,1.570,1.330,1.170,1,0,0,0,0,15,29,0,163,0
11-03 14:06:13,44.949,9.596,44.949,0,0.505,835710976,582307840,130056192,2484535296,5530,2160,0,0,0,0,832,1339,1.570,1.330,1.170,1,0,72,0,0,15,29,0,163,0
11-03 14:06:14,48.756,3.980,43.781,3.483,0,857268224,560717824,130076672,2484547584,6270,1944,0,192512,0,15,691,960,1.570,1.330,1.170,1,0,2,0,0,15,29,0,158,0
11-03 14:06:15,44.221,11.558,43.719,0,0.503,810291200,607653888,130076672,2484588544,5698,2160,0,0,0,0,1196,2765,1.530,1.330,1.170,1,0,109,0,0,15,29,0,167,0
11-03 14:06:16,48,4.500,46,1.500,0,840335360,577589248,130080768,2484604928,5103,1944,0,61440,0,6,654,902,1.530,1.330,1.170,1,0,1,0,0,15,29,0,159,0
11-03 14:06:17,49.495,2.020,48.485,0,0,859811840,558100480,130080768,2484617216,4562,2160,0,4096,0,1,610,895,1.530,1.330,1.170,2,0,0,0,0,15,29,0,161,1
11-03 14:06:18,40.404,12.121,45.455,1.515,0.505,821440512,596439040,130088960,2484641792,5541,2052,0,40960,0,3,965,1917,1.530,1.330,1.170,1,0,97,0,0,15,29,0,157,0
11-03 14:06:19,49.246,3.015,44.724,3.015,0,846520320,571326464,130113536,2484649984,4074,2052,0,225280,0,15,633,818,1.530,1.330,1.170,1,0,1,0,0,15,29,0,157,0
11-03 14:06:20,46.040,5.446,47.030,0.990,0.495,810205184,607485952,130121728,2484797440,4408,2160,0,40960,0,3,741,1405,1.480,1.320,1.170,2,0,4,0,0,15,29,0,161,0
11-03 14:06:21,39.899,15.657,43.434,1.010,0,832950272,584708096,130129920,2484822016,9502,2160,0,86016,0,6,1000,1779,1.480,1.320,1.170,1,0,141,0,0,15,29,0,161,0
11-03 14:06:22,48,4,42,6,0,855818240,561823744,130150400,2484817920,5249,2160,0,417792,0,21,625,849,1.480,1.320,1.170,1,0,0,0,0,15,29,0,153,0
11-03 14:06:23,48.485,5.556,44.949,0.505,0.505,814997504,602587136,130158592,2484867072,3342,1944,0,69632,0,6,985,2175,1.480,1.320,1.170,1,0,21,0,0,15,29,0,162,0
11-03 14:06:24,47.500,5,47.500,0,0,839806976,577765376,130158592,2484879360,4814,2160,0,0,0,0,602,888,1.480,1.320,1.170,2,0,3,0,0,15,29,0,157,0
11-03 14:06:25,50,3,47,0,0,857669632,559890432,130158592,2484891648,6564,2160,0,0,0,0,648,996,1.530,1.330,1.180,1,0,0,0,0,15,31,0,159,0
11-03 14:06:26,44.670,11.168,42.132,2.030,0,822886400,594481152,130187264,2485055488,23533,2160,0,155648,0,15,1084,2119,1.530,1.330,1.180,2,0,71,0,0,15,29,0,160,0
11-03 14:06:27,48.744,3.015,44.221,3.518,0.503,847106048,570232832,130207744,2485063680,5951,2202,0,352256,0,21,807,924,1.530,1.330,1.180,2,0,1,0,0,15,29,0,160,0
11-03 14:06:28,48.731,4.569,46.701,0,0,860889088,556421120,130207744,2485092352,6237,2160,0,0,0,0,962,1910,1.530,1.330,1.180,1,0,0,0,0,15,31,0,166,0
11-03 14:06:29,40.404,15.152,43.939,0,0.505,822951936,594325504,130207744,2485125120,5271,2106,0,0,0,0,1023,2074,1.530,1.330,1.180,1,0,168,0,0,15,29,0,168,0
11-03 14:06:30,50,3,45.500,1.500,0,849563648,567689216,130220032,2485137408,5660,1998,0,61440,0,6,669,813,1.560,1.340,1.180,1,0,1,0,0,15,29,0,164,0
11-03 14:06:31,49.749,4.020,46.231,0,0,860852224,556359680,130220032,2485178368,5331,2160,0,0,0,0,952,2016,1.560,1.340,1.180,1,0,0,0,0,15,29,0,173,0
11-03 14:06:32,44.444,8.081,47.475,0,0,835342336,581734400,130220032,2485313536,4117,2160,0,0,0,0,725,1047,1.560,1.340,1.180,1,0,22,0,0,15,29,0,169,0
11-03 14:06:33,47.236,4.523,48.241,0,0,855400448,561668096,130220032,2485321728,4127,2160,0,0,0,0,544,769,1.560,1.340,1.180,2,0,0,0,0,15,29,0,169,0
11-03 14:06:34,45.226,9.045,44.221,1.005,0.503,822403072,594612224,130228224,2485366784,4026,2106,0,45056,0,3,1069,2428,1.560,1.340,1.180,1,0,73,0,0,15,29,0,173,0
11-03 14:06:35,48.241,4.523,47.236,0,0,846782464,570228736,130228224,2485370880,3931,1998,0,0,0,0,691,853,1.600,1.350,1.190,1,0,1,0,0,15,29,0,173,0
11-03 14:06:36,47.500,5,45,2.500,0,860872704,556105728,130240512,2485391360,5579,1944,0,151552,0,9,857,1454,1.600,1.350,1.190,1,0,0,0,0,15,31,0,173,0
11-03 14:06:37,41.206,15.578,41.709,1.005,0.503,822702080,594231296,130240512,2485436416,3799,2160,0,425984,0,3,1259,2643,1.600,1.350,1.190,1,2,168,0,0,15,29,0,178,0
11-03 14:06:38,46.231,6.030,22.613,24.623,0.503,846336000,570580992,130248704,2485444608,8728,2160,0,2342912,0,75,836,913,1.600,1.350,1.190,1,0,1,0,0,15,29,0,177,0
11-03 14:06:39,48.744,4.020,43.719,3.015,0.503,860561408,556204032,130256896,2485587968,5914,1944,0,53248,0,6,1017,1598,1.600,1.350,1.190,1,0,0,0,0,15,31,0,182,0
11-03 14:06:40,45.729,6.533,47.236,0,0.503,822239232,594493440,130256896,2485620736,7065,2202,0,0,0,0,874,1543,1.630,1.370,1.190,1,0,21,0,0,15,29,0,186,0
11-03 14:06:41,49.246,3.015,47.236,0,0.503,848490496,568238080,130256896,2485624832,5439,2160,0,0,0,0,621,865,1.630,1.370,1.190,2,0,1,0,0,15,29,0,181,0
11-03 14:06:42,46.734,8.040,44.724,0,0.503,858062848,558305280,130273280,2485968896,6153,2038,0,90112,0,9,1059,2121,1.630,1.370,1.190,1,0,0,0,0,15,29,0,189,0
11-03 14:06:43,41.919,11.616,45.960,0,0.505,836927488,579403776,130285568,2485989376,11502,2160,0,180224,0,23,868,1346,1.630,1.370,1.190,1,0,72,0,0,15,29,0,184,0
11-03 14:06:44,48,4,41.500,6,0.500,858144768,558166016,130301952,2485993472,9384,2160,0,352256,0,21,761,1000,1.630,1.370,1.190,1,0,2,0,0,15,29,0,184,0
11-03 14:06:45,45.960,9.596,43.939,0,0.505,812507136,603521024,130301952,2486276096,11837,1944,0,0,0,0,1290,2777,1.660,1.380,1.200,1,0,99,0,0,15,29,0,189,0
11-03 14:06:46,44.221,7.538,48.241,0,0,837894144,578121728,130301952,2486288384,12837,2160,0,0,0,0,791,1051,1.660,1.380,1.200,1,0,17,0,0,15,29,0,189,0
11-03 14:06:47,48.744,3.518,47.739,0,0,855244800,560754688,130310144,2486296576,4990,1944,0,65536,0,6,653,818,1.660,1.380,1.200,1,0,0,0,0,15,29,0,184,0
11-03 14:06:48,42.211,10.553,45.729,1.005,0.503,819261440,596566016,130318336,2486460416,7759,2160,0,45056,0,4,1179,2140,1.660,1.380,1.200,2,0,91,0,0,15,29,0,189,0
11-03 14:06:49,46.429,5.612,47.959,0,0,846176256,569643008,130318336,2486468608,7919,2160,0,0,0,0,686,844,1.660,1.380,1.200,1,0,1,0,0,15,29,0,181,0
11-03 14:06:50,49.254,3.980,43.781,2.985,0,860545024,555106304,130326528,2486628352,5003,1944,0,196608,0,15,746,1259,1.690,1.390,1.200,1,0,0,0,0,15,31,0,185,0
11-03 14:06:51,41.919,11.616,42.929,3.030,0.505,825356288,590258176,130355200,2486636544,7160,2160,0,204800,0,21,1026,1827,1.690,1.390,1.200,2,0,77,0,0,15,29,0,177,0
11-03 14:06:52,48.485,3.535,44.444,3.535,0,850694144,564891648,130379776,2486640640,5291,2160,0,360448,0,20,647,857,1.690,1.390,1.200,1,0,0,0,0,15,29,0,177,0
11-03 14:06:53,48.241,6.030,45.729,0,0,858107904,557150208,130379776,2486968320,5777,2160,0,0,0,0,867,1875,1.690,1.390,1.200,1,0,0,0,0,15,29,0,186,0
11-03 14:06:54,43,9,47.500,0,0.500,835203072,580046848,130379776,2486976512,4309,1944,0,0,0,0,707,1127,1.690,1.390,1.200,1,0,24,0,0,15,29,0,186,0
11-03 14:06:55,48.990,3.030,46.970,1.010,0,855285760,559955968,130387968,2486976512,4504,2160,0,61440,0,6,611,791,1.710,1.400,1.200,1,0,0,0,0,15,29,0,177,0
11-03 14:06:56,45.455,7.576,45.960,1.010,0,821616640,593362944,130392064,2487234560,6104,2160,0,40960,0,3,1027,2115,1.710,1.400,1.200,1,0,44,0,0,15,29,0,185,0
11-03 14:06:57,48,4,48,0,0,845893632,569081856,130392064,2487238656,5191,2160,0,0,0,0,523,829,1.710,1.400,1.200,1,0,1,0,0,15,29,0,177,0
11-03 14:06:58,48.756,3.483,43.781,3.483,0.498,860160000,554635264,130408448,2487402496,6750,1944,0,208896,0,15,747,1425,1.710,1.400,1.200,2,0,0,0,0,15,31,0,181,0
11-03 14:06:59,43.147,10.152,45.685,0,1.015,821694464,593080320,130408448,2487422976,5912,2160,0,0,0,0,1064,2163,1.710,1.400,1.200,1,0,68,0,0,15,29,0,177,0
11-03 14:07:00,47.236,5.025,45.226,2.010,0.503,845963264,568799232,130416640,2487427072,4991,2160,0,61440,0,6,677,833,1.740,1.410,1.210,1,0,1,0,0,15,29,0,177,0
11-03 14:07:01,46.269,5.970,47.264,0,0.498,859979776,554766336,130416640,2487443456,6749,1836,0,0,0,0,783,1283,1.740,1.410,1.210,1,0,0,0,0,15,31,0,181,0
11-03 14:07:02,46.465,5.556,47.475,0,0.505,820842496,593862656,130416640,2487484416,5403,2268,0,0,0,0,874,1706,1.740,1.410,1.210,1,0,21,0,0,15,29,0,186,0
11-03 14:07:03,48.241,4.020,47.739,0,0,845565952,569131008,130416640,2487492608,6394,1944,0,0,0,0,659,778,1.740,1.410,1.210,2,0,1,0,0,15,29,0,177,0
11-03 14:07:04,47.980,5.051,45.960,0.505,0.505,858791936,555728896,130416640,2487660544,5178,2160,0,45056,0,3,1028,2022,1.740,1.410,1.210,1,0,2,0,0,15,29,0,185,0
11-03 14:07:05,46.970,6.061,46.970,0,0,835633152,578883584,130416640,2487664640,6401,1944,0,0,0,0,791,1207,1.760,1.420,1.210,1,0,45,0,0,15,29,0,177,0
11-03 14:07:06,49.246,3.015,44.221,3.518,0,856498176,557998080,130441216,2487660544,4463,2160,0,188416,0,15,641,905,1.760,1.420,1.210,2,0,0,0,0,15,29,0,177,0
11-03 14:07:07,46.734,8.040,45.226,0,0,816537600,597897216,130441216,2487721984,5479,2160,0,0,0,0,1152,2590,1.760,1.420,1.210,1,0,68,0,0,15,29,0,177,0
11-03 14:07:08,47.475,5.051,45.960,1.010,0.505,843988992,570433536,130441216,2487734272,10627,2160,0,503808,0,6,665,924,1.760,1.420,1.210,3,2,1,0,0,15,29,0,177,0
11-03 14:07:09,47.980,4.040,21.212,26.768,0,860467200,553926656,130457600,2487746560,7005,1944,0,2228224,0,103,746,1251,1.760,1.420,1.210,1,0,0,0,0,15,31,0,180,0
11-03 14:07:10,45.729,6.030,47.739,0,0.503,821305344,592920576,130457600,2487914496,5670,2160,0,0,0,0,840,1772,1.780,1.430,1.220,1,0,21,0,0,15,29,0,186,0
11-03 14:07:11,48,4.500,47.500,0,0,847990784,566226944,130457600,2487922688,6044,1986,0,0,0,0,630,807,1.780,1.430,1.220,1,0,1,0,0,15,29,0,177,0
11-03 14:07:12,48.500,7,44.500,0,0,859201536,554954752,130478080,2487963648,6275,2160,0,86016,0,9,927,1963,1.780,1.430,1.220,1,0,0,0,0,15,29,0,185,0
11-03 14:07:13,44.444,8.081,46.970,0,0.505,836636672,577511424,130478080,2487971840,5735,2160,0,0,0,0,746,1204,1.780,1.430,1.220,1,0,45,0,0,15,29,0,177,0
11-03 14:07:14,49,4,40.500,6.500,0,857485312,556621824,130510848,2487980032,6122,2160,0,524288,0,37,833,995,1.780,1.430,1.220,1,0,2,0,0,15,29,0,177,0
11-03 14:07:15,46.465,8.586,44.949,0,0,816578560,597352448,130510848,2488156160,4796,1944,0,0,0,0,1166,2602,1.720,1.420,1.220,1,0,68,0,0,15,29,0,177,0
11-03 14:07:16,48.241,5.025,45.226,1.508,0,844120064,569794560,130519040,2488164352,4378,2160,0,61440,0,6,732,922,1.720,1.420,1.220,1,0,1,0,0,15,29,0,177,0
11-03 14:07:17,47.980,4.545,46.970,0,0.505,860684288,553226240,130519040,2488168448,4261,2160,0,0,0,0,722,1174,1.720,1.420,1.220,2,0,0,0,0,15,31,0,180,0
11-03 14:07:18,45.960,7.071,46.970,0,0,821407744,592449536,130519040,2488221696,5056,2160,0,0,0,0,876,1814,1.720,1.420,1.220,2,0,21,0,0,15,29,0,186,0
11-03 14:07:19,47.739,4.523,47.739,0,0,846925824,566923264,130519040,2488229888,4310,2160,0,28672,0,2,678,816,1.720,1.420,1.220,1,0,1,0,0,15,29,0,181,0
11-03 14:07:20,47.716,4.061,46.701,1.015,0.508,859230208,554577920,130523136,2488266752,5331,2160,0,53248,0,3,998,1883,1.740,1.430,1.220,1,0,0,0,0,15,29,0,189,0
11-03 14:07:21,43.434,10.101,46.465,0,0,837533696,576270336,130523136,2488270848,6244,2160,0,0,0,0,705,1161,1.740,1.430,1.220,1,0,45,0,0,15,29,0,189,0
11-03 14:07:22,48.744,3.518,44.221,3.518,0,859500544,554274816,130543616,2488279040,4159,1944,0,192512,0,15,582,833,1.740,1.430,1.220,1,0,0,0,0,15,29,0,184,0
11-03 14:07:23,46.970,7.576,44.949,0,0.505,819007488,594591744,130543616,2488455168,4088,2160,0,0,0,0,1047,2461,1.740,1.430,1.220,1,0,68,0,0,15,29,0,193,0
11-03 14:07:24,45.226,8.040,45.226,1.508,0,846299136,567287808,130555904,2488455168,4766,2160,0,61440,0,6,741,969,1.740,1.430,1.220,1,0,3,0,0,15,29,0,184,0
11-03 14:07:25,48.485,4.545,46.970,0,0,860651520,552910848,130555904,2488479744,4240,2160,0,0,0,0,747,1312,1.680,1.420,1.220,1,0,0,0,0,15,31,0,188,0
11-03 14:07:26,45.226,7.538,47.236,0,0,824815616,588709888,130555904,2488516608,4719,1986,0,0,0,0,837,1668,1.680,1.420,1.220,1,0,22,0,0,15,29,0,189,0
11-03 14:07:27,49.246,3.015,47.236,0,0.503,845258752,568258560,130555904,2488524800,4820,2160,0,0,0,0,630,757,1.680,1.420,1.220,1,0,0,0,0,15,29,0,189,0
11-03 14:07:28,46.231,6.533,46.231,0,1.005,858836992,554516480,130555904,2488688640,5648,2160,0,0,0,0,902,1744,1.680,1.420,1.220,1,0,0,0,0,15,31,0,192,0
11-03 14:07:29,41.919,11.616,46.465,0,0,826908672,586424320,130564096,2488700928,10513,1998,0,45056,0,3,846,1227,1.680,1.420,1.220,1,0,45,0,0,15,29,0,193,0
11-03 14:07:30,49.254,3.483,40.796,6.468,0,852660224,560652288,130588672,2488696832,4696,2106,0,192512,0,15,650,819,1.620,1.410,1.220,1,0,0,0,0,15,29,0,184,0
11-03 14:07:31,49.246,3.518,46.734,0,0.503,860254208,553005056,130588672,2488750080,5114,2160,0,0,0,0,1013,2110,1.620,1.410,1.220,1,0,0,0,0,15,29,0,193,0
11-03 14:07:32,35.354,21.717,42.424,0,0.505,822611968,590622720,130588672,2488774656,11284,1944,0,0,0,0,1255,2565,1.620,1.410,1.220,1,0,224,0,0,15,29,0,184,0
11-03 14:07:33,48.241,4.020,46.734,1.005,0,848211968,565002240,130600960,2488782848,6629,2160,0,61440,0,6,601,853,1.620,1.410,1.220,1,0,1,0,0,15,29,0,184,0
11-03 14:07:34,45,9,22,23.500,0.500,860921856,552132608,130617344,2488926208,4824,2160,0,1937408,0,85,1254,1679,1.620,1.410,1.220,1,1,4,0,0,15,31,0,185,0
11-03 14:07:35,33.838,17.172,43.939,5.051,0,823951360,589012992,130662400,2488971264,5548,1944,0,196608,0,19,995,1910,1.570,1.410,1.220,2,0,148,0,0,15,29,0,186,0
11-03 14:07:36,47.980,4.545,42.929,4.545,0,849707008,563232768,130674688,2488983552,4766,2160,0,782336,0,25,747,865,1.570,1.410,1.220,1,0,1,0,0,15,29,0,182,0
11-03 14:07:37,47.264,5.970,45.274,0.995,0.498,862134272,550760448,130686976,2489016320,5315,1944,0,45056,0,6,960,2035,1.570,1.410,1.220,1,0,0,0,0,15,31,0,190,0
11-03 14:07:38,46.231,7.035,46.231,0,0.503,821424128,591429632,130686976,2489057280,6550,2160,0,0,0,0,1194,2323,1.570,1.410,1.220,1,0,21,0,0,15,29,0,188,0
11-03 14:07:39,47.980,4.545,46.970,0,0.505,845283328,567562240,130686976,2489065472,5193,2160,0,0,0,0,718,850,1.570,1.410,1.220,1,0,1,0,0,15,29,0,188,0
11-03 14:07:40,47.739,5.528,44.724,2.010,0,859529216,553144320,130711552,2489212928,6774,1944,0,1581056,0,113,1002,1756,1.530,1.400,1.210,1,0,0,0,0,15,31,0,186,0
11-03 14:07:41,45.178,11.168,43.147,0,0.508,817979392,594628608,130715648,2489274368,4853,2160,0,114688,0,9,1278,2845,1.530,1.400,1.210,1,0,71,0,0,15,29,0,193,0
11-03 14:07:42,47.264,4.975,47.761,0,0,844259328,568340480,130715648,2489282560,5276,2040,0,0,0,0,631,858,1.530,1.400,1.210,1,0,1,0,0,15,29,0,191,0
11-03 14:07:43,48.744,3.518,47.236,0,0.503,861696000,550883328,130723840,2489294848,4566,2200,0,393216,0,17,769,1142,1.530,1.400,1.210,1,0,0,0,0,15,31,0,192,0
11-03 14:07:44,51.515,2.525,45.455,0,0.505,862580736,549806080,130723840,2489487360,6086,2160,0,0,0,0,1376,3307,1.530,1.400,1.210,1,0,2,0,0,15,31,0,199,0
11-03 14:07:45,40.201,15.075,40.704,4.020,0,823140352,589221888,130723840,2489511936,4739,2160,0,155648,0,19,1101,2111,1.490,1.390,1.210,1,0,151,0,0,15,29,0,201,0
11-03 14:07:46,48.990,3.030,44.949,3.030,0,848842752,563511296,130723840,2489520128,4363,2160,0,77824,0,6,723,875,1.490,1.390,1.210,1,0,1,0,0,15,29,0,191,0
11-03 14:07:47,48.241,4.523,42.714,4.523,0,857923584,554381312,130744320,2489548800,4380,2160,0,106496,0,9,915,1639,1.490,1.390,1.210,1,0,0,0,0,15,29,0,197,0
11-03 14:07:48,41.791,12.935,44.776,0,0.498,833728512,578543616,130760704,2489565184,5428,1944,0,86016,0,6,1085,1945,1.490,1.390,1.210,1,0,149,0,0,15,29,0,192,0
11-03 14:07:49,47.236,5.025,47.739,0,0,856481792,555769856,130772992,2489573376,4589,2160,0,421888,0,21,712,841,1.490,1.390,1.210,2,0,0,0,0,15,29,0,192,0
11-03 14:07:50,51.010,4.040,44.949,0,0,862670848,549392384,130789376,2489745408,4742,2160,0,69632,0,8,1109,2351,1.450,1.390,1.210,1,0,0,0,0,15,31,0,202,0
11-03 14:07:51,48.500,7,44,0,0.500,822001664,590004224,130805760,2489786368,4704,2160,0,73728,0,6,1108,2078,1.450,1.390,1.210,1,0,21,0,0,15,29,0,207,0
11-03 14:07:52,47.236,5.025,47.739,0,0,845959168,566034432,130805760,2489798656,5059,2160,0,0,0,0,674,835,1.450,1.390,1.210,2,0,1,0,0,15,29,0,202,0
11-03 14:07:53,48.990,4.040,46.465,0,0.505,859938816,551878656,130830336,2489950208,5036,1890,0,286720,0,18,984,1742,1.450,1.390,1.210,1,0,0,0,0,15,31,0,208,0
11-03 14:07:54,45.771,8.458,41.791,1.990,1.990,814333952,597417984,130846720,2489999360,4786,2214,0,94208,0,9,1311,2875,1.450,1.390,1.210,2,0,73,0,0,15,29,0,207,0
11-03 14:07:55,46.500,6,47,0,0.500,840945664,570793984,130846720,2490011648,7387,1944,0,0,0,0,704,943,1.410,1.380,1.210,1,0,1,0,0,15,29,0,207,0
11-03 14:07:56,47.980,4.040,43.939,3.535,0.505,861474816,550248448,130854912,2490019840,7209,2160,0,192512,0,16,730,870,1.410,1.380,1.210,1,0,0,0,0,15,29,0,199,0
11-03 14:07:57,50.500,3.500,45.500,0,0.500,862298112,549236736,130854912,2490208256,5763,1944,0,0,0,0,1378,3243,1.410,1.380,1.210,1,0,0,0,0,15,31,0,212,0
11-03 14:07:58,38.191,18.593,42.714,0,0.503,824328192,587182080,130854912,2490249216,4589,2160,0,0,0,0,1190,2508,1.410,1.380,1.210,1,0,184,0,0,15,29,0,212,0
11-03 14:07:59,48.744,3.518,47.739,0,0,848584704,562900992,130871296,2490257408,4518,2160,0,65536,0,6,740,899,1.410,1.380,1.210,1,0,1,0,0,15,29,0,212,0
11-03 14:08:00,49,5,46,0,0,862224384,549216256,130879488,2490294272,7340,1944,0,53248,0,6,1011,1986,1.380,1.370,1.210,1,0,0,0,0,15,31,0,213,0
11-03 14:08:01,48.241,6.030,45.226,0,0.503,821661696,589606912,130879488,2490466304,8189,2160,0,0,0,0,1202,2425,1.380,1.370,1.210,1,0,21,0,0,15,29,0,220,0
11-03 14:08:02,47,4.500,48.500,0,0,845877248,565383168,130879488,2490474496,4939,2160,0,0,0,0,626,805,1.380,1.370,1.210,1,0,1,0,0,15,29,0,211,0
11-03 14:08:03,47,5.500,47,0,0.500,859881472,551354368,130879488,2490499072,4539,1944,0,0,0,0,876,1704,1.380,1.370,1.210,1,0,0,0,0,15,31,0,217,0
11-03 14:08:04,46.193,8.629,44.162,0.508,0.508,820817920,590229504,130883584,2490683392,5473,2160,0,49152,0,3,1309,2946,1.380,1.370,1.210,1,0,73,0,0,15,29,0,225,0
11-03 14:08:05,44.221,7.538,47.739,0,0.503,848265216,562774016,130883584,2490691584,5300,2160,0,0,0,0,727,895,1.590,1.420,1.220,1,0,1,0,0,15,29,0,217,0
11-03 14:08:06,49.751,3.483,44.279,2.488,0,862593024,548421632,130895872,2490703872,4455,1944,0,200704,0,15,812,1318,1.590,1.420,1.220,1,0,0,0,0,15,31,0,220,0
11-03 14:08:07,51.010,3.030,45.455,0,0.505,862674944,548139008,130895872,2490904576,5622,2160,0,0,0,0,1372,3023,1.590,1.420,1.220,1,0,0,0,0,15,29,0,232,0
11-03 14:08:08,41.117,12.183,46.193,0.508,0,834695168,576102400,130895872,2490920960,5746,1944,0,61440,0,6,965,1593,1.590,1.420,1.220,1,0,101,0,0,15,29,0,232,0
11-03 14:08:09,49.500,3,47.500,0,0,856375296,554418176,130895872,2490925056,5467,2160,0,0,0,0,708,841,1.590,1.420,1.220,2,0,0,0,0,15,29,0,223,0
11-03 14:08:10,45,8.500,46,0,0.500,823205888,587554816,130895872,2490957824,7616,2106,0,0,0,0,984,1933,1.540,1.410,1.220,1,0,51,0,0,15,29,0,229,0
11-03 14:08:11,47.739,4.020,47.739,0,0.503,847548416,563204096,130895872,2490966016,4111,2214,0,2678784,0,86,799,871,1.540,1.410,1.220,1,1,1,0,0,15,29,0,220,0
11-03 14:08:12,48,5,46,1,0,861614080,549113856,130899968,2490986496,5879,2202,0,868352,0,37,808,1316,1.540,1.410,1.220,1,0,0,0,0,15,29,0,224,0
11-03 14:08:13,41.709,12.060,46.231,0,0,833777664,576937984,130899968,2490998784,5296,1944,0,0,0,0,853,1350,1.540,1.410,1.220,1,0,82,0,0,15,29,0,216,0
11-03 14:08:14,49.500,3,44,3,0.500,857395200,553295872,130916352,2491006976,5881,2160,0,360448,0,20,648,906,1.540,1.410,1.220,1,0,2,0,0,15,29,0,216,0
11-03 14:08:15,44.388,9.694,45.408,0.510,0,817819648,592814080,130932736,2491047936,5319,2160,0,65536,0,6,1112,2347,1.500,1.400,1.220,1,0,64,0,0,15,29,0,222,0
11-03 14:08:16,46,6,47.500,0,0.500,844369920,566120448,130932736,2491191296,6963,1944,0,0,0,0,667,865,1.500,1.400,1.220,1,0,1,0,0,15,29,0,222,0
11-03 14:08:17,49,3.500,47,0,0.500,862392320,548085760,130932736,2491203584,4378,2106,0,77824,0,16,728,1066,1.500,1.400,1.220,1,0,0,0,0,15,31,0,217,0
11-03 14:08:18,43,9.500,45.500,1.500,0.500,823918592,586530816,130932736,2491232256,4156,2214,0,45056,0,3,1021,2220,1.500,1.400,1.220,1,0,93,0,0,15,29,0,222,0
11-03 14:08:19,48.259,3.980,46.269,1.493,0,848175104,562245632,130953216,2491240448,8370,1998,0,229376,0,15,715,888,1.500,1.400,1.220,1,0,1,0,0,15,29,0,213,0
11-03 14:08:20,48.259,4.478,46.766,0,0.498,863260672,547139584,130953216,2491260928,5716,2106,0,0,0,0,841,1420,1.460,1.400,1.220,2,0,0,0,0,15,29,0,218,0
11-03 14:08:21,31.122,25.510,42.857,0,0.510,824455168,585904128,130953216,2491301888,4900,2160,0,8192,0,2,1289,3066,1.460,1.400,1.220,1,0,291,0,0,15,29,0,210,0
11-03 14:08:22,47.475,5.051,46.970,0.505,0,848715776,561623040,130969600,2491305984,6275,2160,0,229376,0,10,689,866,1.460,1.400,1.220,1,0,1,0,0,15,29,0,210,0
