"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","13 Jan 2020 22:36:13 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
13-01 22:38:30,36,22,21.500,19,1.500,709193728,290627584,122908672,2903072768,5077,2700,0,528384,0,33,863,2193,2.590,1.810,1.360,4,0,0,0,0,16,7,0,1,0
13-01 22:38:31,17.500,9,36.500,36,1,709468160,290115584,122966016,2903244800,5132,2160,0,798720,0,46,724,2409,2.590,1.810,1.360,1,1,0,0,0,16,7,0,1,0
13-01 22:38:32,8.673,2.551,46.429,40.306,2.041,709337088,289959936,123072512,2903384064,5876,2430,0,946176,0,54,742,2482,2.590,1.810,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:33,12.121,2.525,44.949,38.889,1.515,709541888,289558528,123133952,2903490560,4404,2430,0,1077248,0,59,906,2708,2.590,1.810,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:34,12.626,2.020,43.434,40.404,1.515,709836800,289005568,123232256,2903621632,5011,2700,0,1122304,0,71,921,2816,2.460,1.800,1.360,0,1,2,0,0,16,7,0,1,0
13-01 22:38:35,28.643,16.583,21.106,31.658,2.010,709849088,288305152,123256832,2904276992,6298,2430,0,249856,0,12,635,1538,2.460,1.800,1.360,0,2,0,0,0,16,7,0,1,0
13-01 22:38:36,13.265,10.714,40.816,35.204,0,710062080,287830016,123277312,2904506368,5058,2742,0,323584,0,14,479,885,2.460,1.800,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:37,14.851,16.337,27.228,40.594,0.990,710176768,287707136,123322368,2904469504,5254,2160,0,389120,0,29,575,858,2.460,1.800,1.360,1,1,0,0,0,16,7,0,1,0
13-01 22:38:38,14.286,15.764,30.542,38.424,0.985,710369280,287449088,123392000,2904465408,4208,2430,0,712704,0,57,670,1224,2.460,1.800,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:39,2.500,1.500,46.500,48.500,1,710250496,287404032,123412480,2904588288,4873,2700,0,368640,0,18,419,789,2.420,1.800,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:40,12.060,9.548,27.136,50.251,1.005,710569984,287113216,123461632,2904510464,4769,2430,0,548864,0,36,542,955,2.420,1.800,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:41,6.533,7.538,39.196,45.729,1.005,710623232,286957568,123539456,2904535040,4673,2160,0,671744,0,48,527,994,2.420,1.800,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:42,11.443,9.950,41.791,36.816,0,710582272,286892032,123600896,2904576000,4721,2700,0,724992,0,53,609,1161,2.420,1.800,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:43,8,7.500,43,41,0.500,710676480,286576640,123736064,2904653824,5107,2430,0,1003520,0,78,660,1324,2.420,1.800,1.360,0,2,0,0,0,16,7,0,1,0
13-01 22:38:44,9.596,8.081,44.949,36.364,1.010,710914048,286294016,123830272,2904596480,4833,2646,0,868352,0,62,652,1718,2.390,1.810,1.360,0,1,2,0,0,16,7,0,1,0
13-01 22:38:45,6.154,5.128,40.513,47.179,1.026,711020544,285908992,123928576,2904768512,6400,2754,0,880640,0,52,603,1423,2.390,1.810,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:46,9.500,10.500,40,39.500,0.500,711319552,285532160,124092416,2904682496,6006,2538,0,1372160,0,105,877,1778,2.390,1.810,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:47,7.035,5.025,42.211,45.226,0.503,711327744,285339648,124227584,2904727552,7302,2592,0,1036288,0,74,714,1472,2.390,1.810,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:48,4.040,2.020,40.404,53.030,0.505,711581696,285081600,124338176,2904616960,6622,2430,0,688128,0,57,568,1138,2.390,1.810,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:49,10,6,39.500,44,0.500,710840320,285601792,124493824,2904678400,19274,2700,0,1150976,0,91,802,1550,2.280,1.790,1.360,1,2,0,0,0,16,7,0,1,0
13-01 22:38:50,7.576,4.040,30.808,57.576,0,710963200,285511680,124579840,2904539136,11006,2430,0,1400832,0,113,720,1691,2.280,1.790,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:51,13.793,8.867,33.990,42.365,0.985,710918144,285356032,124690432,2904621056,6642,2700,0,995328,0,66,784,1975,2.280,1.790,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:38:52,5.076,2.030,41.624,50.254,1.015,710963200,285114368,124760064,2904731648,8829,2430,0,745472,0,40,549,1516,2.280,1.790,1.360,1,3,0,0,0,16,7,0,1,0
13-01 22:38:53,10.448,10.945,36.318,41.294,0.995,710983680,284958720,124964864,2904653824,5456,2214,0,1187840,0,93,701,1568,2.280,1.790,1.360,2,1,0,0,0,16,7,0,1,0
13-01 22:38:54,11.111,7.071,38.384,41.414,2.020,711417856,284360704,125079552,2904694784,5246,2646,0,987136,0,54,638,2135,2.180,1.780,1.360,2,2,2,0,0,16,7,0,1,0
13-01 22:38:55,6.436,4.455,37.624,50,1.485,711446528,284176384,125177856,2904731648,4991,2592,0,815104,0,81,632,1837,2.180,1.780,1.360,0,2,0,0,0,16,7,0,1,0
13-01 22:38:56,8,5.500,40,45.500,1,711569408,283856896,125341696,2904764416,5431,2268,0,1335296,0,94,685,1866,2.180,1.780,1.360,1,2,0,0,0,16,7,0,1,0
13-01 22:38:57,6.404,4.926,40.887,39.901,7.882,711778304,283430912,125448192,2904850432,5544,2484,0,1007616,0,63,587,1448,2.180,1.780,1.360,2,1,0,0,0,16,7,0,1,0
13-01 22:38:58,5.556,6.566,40.909,42.929,4.040,711999488,283045888,125587456,2904870912,4898,2646,0,978944,0,69,603,1221,2.180,1.780,1.360,1,0,0,0,0,16,7,0,1,0
13-01 22:38:59,9.950,5.473,42.786,40.299,1.493,712060928,282890240,125722624,2904821760,4891,2430,0,1118208,0,75,693,2107,2.160,1.780,1.360,0,1,0,0,0,16,7,0,1,0
13-01 22:39:00,35.821,14.925,41.294,5.970,1.990,644911104,349995008,125747200,2904842240,5032,2472,0,208896,0,13,854,1674,2.160,1.780,1.360,2,0,78,0,0,16,5,0,2,0
13-01 22:39:01,46,6.500,39.500,7,1,674844672,320032768,125771776,2904846336,5052,2430,0,3719168,0,19,579,1046,2.160,1.780,1.360,2,1,0,0,0,16,5,0,2,0
13-01 22:39:02,49.500,3.500,22,24.500,0.500,702078976,292450304,125804544,2905157632,4521,2430,0,6963200,0,55,772,1283,2.160,1.780,1.360,2,0,0,0,0,16,5,0,3,0
13-01 22:39:03,45.455,6.061,24.747,23.232,0.505,645881856,348602368,125812736,2905182208,4283,2472,0,331776,0,6,627,890,2.160,1.780,1.360,1,1,11,0,0,16,5,0,3,0
13-01 22:39:04,45,7.500,22,25,0.500,678084608,315781120,125870080,2905731072,4903,2430,0,3829760,0,62,784,1125,2.150,1.790,1.370,2,1,2,0,0,16,5,0,2,0
13-01 22:39:05,46.734,5.528,33.166,13.568,1.005,703893504,289939456,125894656,2905739264,6732,2700,0,458752,0,25,713,852,2.150,1.790,1.370,2,0,0,0,0,16,5,0,2,0
13-01 22:39:06,27.941,23.529,42.157,1.471,4.902,633253888,360550400,125902848,2905759744,3829,2160,0,417792,0,8,1312,2706,2.150,1.790,1.370,2,0,215,0,0,16,5,0,2,0
13-01 22:39:07,21.782,32.673,39.109,0,6.436,634380288,359006208,125902848,2906157056,5049,2646,0,28672,0,7,1497,3825,2.150,1.790,1.370,4,0,300,0,0,16,5,0,2,0
13-01 22:39:08,23.881,29.851,39.303,0,6.965,633872384,359317504,125902848,2906345472,5051,2484,0,16384,0,4,1608,5191,2.150,1.790,1.370,4,0,191,0,0,16,5,0,2,0
13-01 22:39:09,48.980,25,18.878,5.612,1.531,662437888,330272768,125902848,2907181056,5299,2430,258048,0,4,0,1959,4233,2.220,1.810,1.380,2,1,163,0,0,16,5,0,2,0
13-01 22:39:10,89.109,8.911,0.495,0,1.485,704180224,287883264,125902848,2907779072,7394,2524,659456,0,8,0,786,834,2.220,1.810,1.380,3,0,3,0,0,16,7,0,2,0
13-01 22:39:11,89.500,6,0,3.500,1,752541696,239374336,125902848,2907922432,5369,2592,131072,114688,1,2,735,736,2.220,1.810,1.380,3,1,0,0,0,16,7,0,2,0
13-01 22:39:12,74,6,8.500,11,0.500,786153472,205471744,125939712,2908147712,6653,2484,28672,73728,6,15,726,823,2.220,1.810,1.380,3,0,0,0,0,16,7,0,2,0
13-01 22:39:13,89.447,10.553,0,0,0,809250816,180060160,126025728,2909954048,5073,2484,0,593920,0,82,1875,6477,2.220,1.810,1.380,3,0,0,0,0,16,7,0,2,0
13-01 22:39:14,54.822,20.812,20.812,3.046,0.508,820998144,167673856,126078976,2910330880,5564,2430,28672,0,7,0,1589,4380,2.280,1.830,1.380,1,0,175,0,0,16,5,0,3,0
13-01 22:39:15,46.535,6.436,45.545,0,1.485,845807616,142880768,126078976,2910367744,4004,2700,0,0,0,0,653,783,2.280,1.830,1.380,1,0,0,0,0,16,5,0,3,0
13-01 22:39:16,42,9,47,0,2,864088064,124596224,126087168,2910363648,4426,2430,0,704512,0,7,608,653,2.280,1.830,1.380,1,3,0,0,0,16,5,0,3,0
13-01 22:39:17,48.768,12.808,35.961,0.985,1.478,889872384,664948736,126091264,2360819712,5496,2700,0,520192,0,2,688,951,2.280,1.830,1.380,3,0,5,0,0,16,5,0,3,0
13-01 22:39:18,38.384,9.596,41.414,10.606,0,902737920,651993088,126148608,2360852480,7700,2700,0,401408,0,24,852,1250,2.280,1.830,1.380,1,1,2,0,0,16,11,0,3,0
13-01 22:39:19,35,10,33,21.500,0.500,902885376,651710464,126271488,2360864768,4549,2430,0,647168,0,56,908,1569,2.260,1.830,1.390,1,0,0,0,0,16,5,0,6,0
13-01 22:39:20,42.211,10.553,45.729,1.005,0.503,836583424,718000128,126291968,2360856576,5951,2592,0,311296,0,18,756,1248,2.260,1.830,1.390,2,0,53,0,0,16,5,0,6,0
13-01 22:39:21,22.613,2.513,22.613,51.759,0.503,847863808,706670592,126300160,2360897536,7660,2538,16384,380928,4,30,625,767,2.260,1.830,1.390,0,3,0,0,0,16,5,0,6,0
13-01 22:39:22,6.533,1.508,0,91.457,0.503,850448384,704032768,126300160,2360950784,7113,2700,49152,1757184,7,96,623,757,2.260,1.830,1.390,1,2,0,0,0,16,5,0,6,0
13-01 22:39:23,38.308,5.970,0,55.224,0.498,862330880,692068352,126308352,2361024512,4731,2700,65536,3006464,4,88,749,819,2.260,1.830,1.390,1,1,0,0,0,16,5,0,6,0
13-01 22:39:24,26,2.500,40,26.500,5,872525824,681664512,126320640,2361225216,4125,2430,200704,589824,29,14,784,1310,2.160,1.820,1.390,0,1,2,0,0,16,17,0,8,0
13-01 22:39:25,10.101,2.020,46.970,39.394,1.515,876986368,676794368,126439424,2361511936,5334,2430,385024,0,94,0,609,978,2.160,1.820,1.390,2,0,1,0,0,16,25,0,8,0
13-01 22:39:26,39.604,9.901,45.545,0,4.950,841478144,712273920,126439424,2361540608,4894,2430,0,0,0,0,848,1513,2.160,1.820,1.390,1,0,60,0,0,16,29,0,11,0
13-01 22:39:27,46.500,5,47,0,1.500,865628160,688119808,126439424,2361544704,7497,2376,0,0,0,0,729,843,2.160,1.820,1.390,1,0,1,0,0,16,29,0,11,0
13-01 22:39:28,45.320,4.926,43.842,1.970,3.941,879980544,673673216,126451712,2361630720,7389,2484,0,745472,0,7,702,961,2.160,1.820,1.390,2,0,0,0,0,16,31,0,13,0
13-01 22:39:29,36.538,11.058,41.827,0,10.577,843923456,709709824,126451712,2361651200,4528,2214,0,110592,0,1,932,1830,2.620,1.920,1.420,1,0,99,0,0,16,29,0,16,0
13-01 22:39:30,44.059,6.931,47.030,0,1.980,868134912,685490176,126451712,2361659392,4479,2916,0,0,0,0,643,867,2.620,1.920,1.420,2,0,1,0,0,16,29,0,16,0
13-01 22:39:31,47.030,5.446,46.040,0.495,0.990,881922048,671551488,126451712,2361810944,5069,2430,4096,0,1,0,779,1388,2.620,1.920,1.420,2,0,0,0,0,16,31,0,20,0
13-01 22:39:32,43.627,8.824,45.098,0,2.451,842625024,710615040,126451712,2362044416,3980,2430,0,0,0,0,847,1567,2.620,1.920,1.420,2,0,21,0,0,16,29,0,24,0
13-01 22:39:33,49.749,3.015,38.693,7.538,1.005,866410496,686829568,126451712,2362044416,4572,2430,0,65536,0,2,658,850,2.620,1.920,1.420,2,0,1,0,0,16,29,0,24,0
13-01 22:39:34,45.771,6.468,46.269,0,1.493,880656384,672411648,126451712,2362216448,5777,2430,0,237568,0,7,985,1846,2.490,1.900,1.420,1,0,2,0,0,16,31,0,31,0
13-01 22:39:35,42.424,12.626,41.414,2.525,1.010,847417344,705609728,126472192,2362236928,4810,2430,0,172032,0,12,704,1308,2.490,1.900,1.420,2,0,73,0,0,16,29,0,32,0
13-01 22:39:36,44.776,6.965,42.786,3.980,1.493,871964672,681041920,126484480,2362241024,6274,2472,0,126976,0,12,563,788,2.490,1.900,1.420,2,0,1,0,0,16,29,0,32,0
13-01 22:39:37,47.761,4.478,44.279,1.990,1.493,885579776,667389952,126500864,2362261504,5870,2430,0,327680,0,19,661,954,2.490,1.900,1.420,1,0,0,0,0,16,31,0,33,0
13-01 22:39:38,40.796,13.433,43.284,0.995,1.493,839356416,713584640,126500864,2362290176,5386,2430,0,65536,0,6,1113,2398,2.490,1.900,1.420,2,0,100,0,0,16,29,0,40,0
13-01 22:39:39,46.734,6.533,18.593,27.638,0.503,864215040,688705536,126500864,2362310656,4494,2430,0,507904,0,16,726,791,2.450,1.900,1.420,1,1,1,0,0,16,29,0,40,0
13-01 22:39:40,46.500,5.500,0,47,1,884330496,668581888,126500864,2362318848,6904,2700,0,344064,0,25,730,741,2.450,1.900,1.420,2,1,0,0,0,16,29,0,40,0
13-01 22:39:41,40.777,11.165,33.981,10.680,3.398,847204352,705683456,126500864,2362343424,5101,2430,0,204800,0,18,1046,1853,2.450,1.900,1.420,1,1,68,0,0,16,29,0,45,0
13-01 22:39:42,44.500,7.500,0,47,1,871596032,681283584,126500864,2362351616,5562,2430,0,483328,0,81,849,750,2.450,1.900,1.420,2,1,1,0,0,16,29,0,45,0
13-01 22:39:43,47.030,4.950,36.634,9.901,1.485,885145600,667566080,126504960,2362515456,5164,2430,0,909312,0,17,806,1083,2.450,1.900,1.420,2,0,0,0,0,16,31,0,48,0
13-01 22:39:44,41,8,46,2.500,2.500,840790016,711909376,126509056,2362523648,5452,2430,0,40960,0,3,900,1732,2.340,1.890,1.420,2,0,50,0,0,16,29,0,51,0
13-01 22:39:45,44.776,6.468,47.264,0,1.493,863318016,689373184,126509056,2362531840,3741,2430,0,0,0,0,582,893,2.340,1.890,1.420,1,0,23,0,0,16,29,0,51,0
13-01 22:39:46,47,5.500,44.500,3,0,882786304,669876224,126529536,2362540032,5164,2700,0,241664,0,15,610,782,2.340,1.890,1.420,1,0,0,0,0,16,29,0,51,0
13-01 22:39:47,39.801,12.935,42.786,2.488,1.990,845225984,707403776,126541824,2362560512,4373,2430,0,61440,0,6,1043,2021,2.340,1.890,1.420,1,0,68,0,0,16,29,0,55,0
13-01 22:39:48,45.771,6.468,44.279,2.985,0.498,868540416,684068864,126550016,2362572800,4935,2700,0,548864,0,11,636,787,2.340,1.890,1.420,1,0,1,0,0,16,29,0,55,0
13-01 22:39:49,46.269,5.473,33.831,13.433,0.995,887578624,664993792,126578688,2362580992,5173,2430,0,421888,0,21,608,764,2.390,1.910,1.430,1,0,0,0,0,16,29,0,55,0
13-01 22:39:50,35.354,10.606,45.960,7.071,1.010,850599936,701939712,126582784,2362609664,4487,2430,0,36864,0,3,831,1698,2.390,1.910,1.430,2,0,72,0,0,16,29,0,59,0
13-01 22:39:51,43.781,7.463,47.264,0,1.493,873504768,679022592,126590976,2362613760,6376,2268,0,69632,0,6,540,776,2.390,1.910,1.430,2,0,1,0,0,16,29,0,59,0
13-01 22:39:52,44.500,5.500,36.500,10,3.500,888012800,664485888,126611456,2362621952,8246,2862,0,184320,0,13,617,843,2.390,1.910,1.430,1,3,0,0,0,16,31,0,60,0
13-01 22:39:53,34.928,11.962,38.278,8.612,6.220,851132416,701329408,126619648,2362650624,5337,2430,0,843776,0,95,1027,1613,2.390,1.910,1.430,2,1,77,0,0,16,29,0,63,0
13-01 22:39:54,45.098,6.863,45.098,0,2.941,874758144,677695488,126619648,2362658816,4802,2430,0,995328,0,120,888,846,2.360,1.910,1.430,2,1,3,0,0,16,29,0,63,0
13-01 22:39:55,46.078,4.902,18.137,27.941,2.941,888877056,663552000,126627840,2362675200,6143,2700,0,1445888,0,63,876,1024,2.360,1.910,1.430,2,0,0,0,0,16,31,0,65,0
13-01 22:39:56,39.109,10.891,42.574,1.980,5.446,851193856,701075456,126627840,2362834944,4773,2376,0,57344,0,3,1056,1831,2.360,1.910,1.430,1,0,85,0,0,16,29,0,68,0
13-01 22:39:57,45.545,5.941,45.050,0.990,2.475,875536384,676724736,126631936,2362839040,6410,2484,0,69632,0,6,764,832,2.360,1.910,1.430,2,0,1,0,0,16,29,0,68,0
13-01 22:39:58,44.279,6.468,45.771,0.995,2.488,889090048,663138304,126652416,2362851328,14261,2430,0,233472,0,15,824,1476,2.360,1.910,1.430,2,0,0,0,0,16,31,0,72,0
13-01 22:39:59,35.323,13.433,40.796,6.965,3.483,851537920,700661760,126656512,2362875904,7535,2700,0,114688,0,9,988,1692,2.250,1.890,1.430,1,0,97,0,0,16,29,0,73,0
13-01 22:40:00,47,4.500,47.500,0,1,875524096,676667392,126656512,2362884096,6085,2472,0,4096,0,1,651,899,2.250,1.890,1.430,1,0,1,0,0,16,29,0,73,0
13-01 22:40:01,43.284,7.960,41.791,5.473,1.493,889475072,662695936,126668800,2362892288,5277,2430,0,196608,0,9,912,1534,2.250,1.890,1.430,2,0,0,0,0,16,31,0,76,0
13-01 22:40:02,35.323,18.408,40.796,2.488,2.985,852492288,699625472,126689280,2362925056,4377,2430,0,188416,0,20,1021,2091,2.250,1.890,1.430,1,0,144,0,0,16,29,0,78,0
13-01 22:40:03,45.320,6.404,40.394,5.911,1.970,875446272,676646912,126709760,2362929152,9877,2376,0,204800,0,13,733,969,2.250,1.890,1.430,1,0,1,0,0,16,29,0,77,0
13-01 22:40:04,47.739,5.528,33.166,12.563,1.005,890048512,662007808,126730240,2362945536,5565,2484,0,909312,0,27,740,1196,2.150,1.880,1.430,2,1,2,0,0,16,31,0,80,0
13-01 22:40:05,43.204,8.252,44.660,0.485,3.398,849625088,702365696,126734336,2363006976,5973,2646,0,106496,0,6,955,1853,2.150,1.880,1.430,1,0,21,0,0,16,29,0,86,0
13-01 22:40:06,48,5,38.500,8,0.500,874147840,677826560,126746624,2363011072,10765,2526,0,90112,0,6,710,775,2.150,1.880,1.430,1,0,1,0,0,16,29,0,86,0
13-01 22:40:07,45.545,4.950,48.020,0,1.485,888131584,663699456,126746624,2363154432,5025,2430,0,0,0,0,806,1478,2.150,1.880,1.430,2,0,0,0,0,16,31,0,91,0
13-01 22:40:08,39.303,10.448,43.284,4.478,2.488,852770816,699023360,126750720,2363187200,4634,2430,0,45056,0,3,742,1506,2.150,1.880,1.430,1,0,71,0,0,16,29,0,94,0
13-01 22:40:09,47.500,5,47,0,0.500,876154880,675627008,126750720,2363199488,8945,2430,0,0,0,0,608,800,2.060,1.870,1.420,1,0,1,0,0,16,29,0,94,0
13-01 22:40:10,47,5.500,36,10.500,1,890155008,661598208,126771200,2363207680,6477,2524,0,204800,0,15,638,881,2.060,1.870,1.420,2,0,0,0,0,16,31,0,95,0
13-01 22:40:11,35.961,11.330,44.335,0,8.374,839794688,711917568,126771200,2363248640,4578,2430,0,0,0,0,1071,2379,2.060,1.870,1.420,2,0,77,0,0,16,29,0,103,0
13-01 22:40:12,42.786,20.398,35.821,0,0.995,863551488,688132096,126779392,2363269120,6044,2430,0,81920,0,6,818,1415,2.060,1.870,1.420,1,0,92,0,0,16,29,0,103,0
13-01 22:40:13,48.020,3.960,43.069,4.455,0.495,886042624,665624576,126783488,2363281408,6097,2700,0,57344,0,6,569,764,2.060,1.870,1.420,1,0,0,0,0,16,29,0,103,0
13-01 22:40:14,45,8,34.500,12,0.500,840073216,711430144,126787584,2363441152,4856,2700,0,266240,0,11,1083,2241,2.050,1.870,1.430,2,0,22,0,0,16,29,0,112,0
13-01 22:40:15,44,8,47,0,1,865304576,686170112,126787584,2363469824,4418,2430,0,0,0,0,604,816,2.050,1.870,1.430,1,1,2,0,0,16,29,0,111,0
13-01 22:40:16,47.739,4.523,46.231,1.005,0.503,883769344,667693056,126795776,2363473920,6540,2700,0,274432,0,47,711,753,2.050,1.870,1.430,1,0,0,0,0,16,29,0,111,0
13-01 22:40:17,45.771,11.940,40.299,0.498,1.493,842330112,709095424,126808064,2363498496,4860,2430,0,81920,0,9,1098,2414,2.050,1.870,1.430,1,0,67,0,0,16,29,0,119,0
13-01 22:40:18,44.059,7.921,44.059,2.475,1.485,868278272,683102208,126820352,2363523072,4703,2430,0,90112,0,6,678,892,2.050,1.870,1.430,2,0,5,0,0,16,29,0,119,0
13-01 22:40:19,45.192,5.769,36.538,8.173,4.327,886972416,664375296,126844928,2363531264,4411,2430,0,393216,0,21,738,901,1.970,1.850,1.430,2,0,0,0,0,16,29,0,119,0
13-01 22:40:20,44.335,5.911,40.887,1.478,7.389,891543552,659632128,126857216,2363682816,7813,2700,0,73728,0,6,1076,2044,1.970,1.850,1.430,1,0,0,0,0,16,29,0,128,0
13-01 22:40:21,30.392,17.157,42.647,0,9.804,853430272,697683968,126861312,2363731968,9959,2430,0,303104,0,4,1074,1958,1.970,1.850,1.430,2,0,168,0,0,16,29,0,125,0
13-01 22:40:22,47.783,5.419,45.320,0,1.478,877453312,673648640,126861312,2363736064,8560,2430,0,0,0,0,707,808,1.970,1.850,1.430,1,0,1,0,0,16,29,0,125,0
13-01 22:40:23,46,5.500,46.500,0,2,891629568,659456000,126861312,2363752448,5651,2430,0,0,0,0,800,1450,1.970,1.850,1.430,2,0,0,0,0,16,31,0,131,0
13-01 22:40:24,41.463,9.268,43.902,0,5.366,851329024,699719680,126861312,2363789312,4807,2430,0,0,0,0,908,1590,1.890,1.840,1.420,1,0,23,0,0,16,29,0,134,0
13-01 22:40:25,45.545,5.446,46.040,0.495,2.475,875675648,675368960,126861312,2363793408,5471,2430,0,65536,0,2,653,833,1.890,1.840,1.420,2,0,1,0,0,16,29,0,132,0
13-01 22:40:26,43.564,6.931,33.168,12.376,3.960,889438208,661434368,126861312,2363965440,4948,2538,0,1531904,0,71,1033,1529,1.890,1.840,1.420,2,0,0,0,0,16,31,0,138,0
13-01 22:40:27,9.045,8.040,37.186,43.216,2.513,889552896,661303296,126865408,2363977728,4581,2322,0,622592,0,8,588,1002,1.890,1.840,1.420,1,1,0,0,0,16,31,0,139,0
13-01 22:40:28,33.500,24,13,29,0.500,849715200,701128704,126881792,2363973632,3824,2430,0,299008,0,18,753,1255,1.890,1.840,1.420,1,0,71,0,0,16,29,0,137,0
13-01 22:40:29,45.226,7.035,45.729,1.508,0.503,873328640,677486592,126889984,2363994112,5699,2700,0,61440,0,6,637,881,1.820,1.820,1.420,2,0,1,0,0,16,29,0,137,0
13-01 22:40:30,47.264,4.478,44.776,2.488,0.995,891379712,659390464,126914560,2364014592,4918,2430,0,188416,0,15,662,953,1.820,1.820,1.420,2,0,0,0,0,16,31,0,133,0
13-01 22:40:31,39.604,12.376,45.050,0,2.970,840896512,709836800,126914560,2364051456,4846,2430,0,0,0,0,1159,2553,1.820,1.820,1.420,2,0,94,0,0,16,29,0,141,0
13-01 22:40:32,41.584,13.861,41.584,1.485,1.485,867430400,683282432,126926848,2364059648,4621,2430,0,73728,0,6,789,1231,1.820,1.820,1.420,1,0,75,0,0,16,29,0,135,0
13-01 22:40:33,49,3.500,47,0,0.500,887042048,663646208,126926848,2364084224,5186,2430,0,0,0,0,610,679,1.820,1.820,1.420,1,0,0,0,0,16,29,0,135,0
13-01 22:40:34,45.500,8.500,45.500,0,0.500,845905920,704602112,126926848,2364264448,7555,2430,0,0,0,0,1016,2115,1.750,1.810,1.420,1,0,23,0,0,16,29,0,142,0
13-01 22:40:35,47.264,4.975,46.766,0,0.995,866336768,684163072,126926848,2364272640,5231,2430,0,0,0,0,670,844,1.750,1.810,1.420,1,0,1,0,0,16,29,0,142,0
13-01 22:40:36,47.525,3.960,47.030,0,1.485,884076544,666415104,126926848,2364280832,6828,2430,0,4096,0,1,594,688,1.750,1.810,1.420,1,0,0,0,0,16,29,0,134,0
13-01 22:40:37,44.776,4.478,44.776,3.483,2.488,889430016,661020672,126930944,2364317696,5006,2700,0,69632,0,5,1016,1924,1.750,1.810,1.420,1,0,0,0,0,16,29,0,142,0
13-01 22:40:38,42.714,12.060,44.724,0,0.503,865464320,684978176,126930944,2364325888,5703,2202,0,0,0,0,730,1226,1.750,1.810,1.420,1,0,72,0,0,16,29,0,137,0
13-01 22:40:39,46.970,5.556,43.939,3.535,0,886173696,664248320,126947328,2364329984,6526,2700,0,208896,0,15,643,851,1.690,1.800,1.420,1,0,0,0,0,16,29,0,137,0
13-01 22:40:40,49.010,4.455,45.545,0,0.990,891367424,658849792,126951424,2364530688,4907,2700,0,57344,0,6,1069,2127,1.690,1.800,1.420,1,0,0,0,0,16,29,0,143,0
13-01 22:40:41,40.609,13.198,45.685,0,0.508,858279936,691945472,126951424,2364522496,5050,2700,0,0,0,0,882,1700,1.690,1.800,1.420,1,0,110,0,0,16,29,0,143,0
13-01 22:40:42,48.020,4.455,46.535,0,0.990,881033216,669184000,126951424,2364530688,8782,2430,0,73728,0,2,728,839,1.690,1.800,1.420,1,0,0,0,0,16,29,0,138,0
13-01 22:40:43,43,8.500,46.500,1,1,841719808,708464640,126951424,2364563456,6873,2700,0,73728,0,3,926,1739,1.690,1.800,1.420,2,0,39,0,0,16,29,0,143,0
13-01 22:40:44,41.500,12.500,45.500,0,0.500,865583104,684589056,126951424,2364575744,8607,2430,0,0,0,0,768,1312,1.640,1.780,1.410,1,0,61,0,0,16,29,0,138,0
13-01 22:40:45,47.761,4.975,38.308,8.458,0.498,886779904,663375872,126955520,2364588032,6259,2430,0,225280,0,12,686,762,1.640,1.780,1.410,1,1,0,0,0,16,29,0,138,0
13-01 22:40:46,41,9,42.500,6,1.500,841465856,708653056,126971904,2364608512,5500,2700,0,69632,0,6,937,1831,1.640,1.780,1.410,2,0,54,0,0,16,29,0,142,0
13-01 22:40:47,43.434,11.616,29.798,14.646,0.505,864514048,685580288,126980096,2364624896,5566,2484,0,94208,0,6,840,1488,1.640,1.780,1.410,1,0,91,0,0,16,29,0,142,0
13-01 22:40:48,47.264,4.975,44.279,2.985,0.498,886427648,663642112,126996480,2364633088,5306,2646,0,389120,0,16,631,820,1.640,1.780,1.410,2,0,0,0,0,16,29,0,138,0
13-01 22:40:49,49.495,4.040,44.444,2.020,0,842670080,707358720,127000576,2364669952,4573,2430,0,53248,0,6,905,1931,1.590,1.770,1.410,1,0,4,0,0,16,29,0,147,0
13-01 22:40:50,43.719,8.040,46.734,0,1.508,865665024,684347392,127000576,2364686336,4599,2430,0,0,0,0,615,990,1.590,1.770,1.410,2,0,18,0,0,16,29,0,143,0
